Gene1	Gene2	Score
YGL257C	YKL119C	0.064955
YDR403W	YFR023W	0.06494
YGL249W	YKL222C	0.064896
YER106W	tT(AGU)B	0.064863
YJL002C	YML110C	0.064836
YCR047C	YHR032W-A	0.064817
YDR184C	YLR084C	0.064748
YPL144W	YKL221W	0.064747
YKR013W	YFR018C	0.064708
YMR211W	YBR084W	0.06469
YHR072W-A	YNL150W	0.064659
YMR071C	YHR175W	0.064639
YPR001W	YMR322C	0.064549
YEL066W	YIL051C	0.064528
YIL047C	YIL061C	0.064527
YBR056W-A	YMR034C	0.064514
YDL161W	YJR151W-A	0.064513
YGL263W	YKL163W	0.0645
YML026C	YBR191W	0.064494
YBL044W	YPR203W	0.064494
snR56	YJL047C-A	0.064439
SCR1	YJR162C	0.064388
YHR203C	YLR017W	0.064375
YNL322C	YMR202W	0.064365
YLR294C	YBL100C	0.064362
YPL231W	YKL182W	0.064326
YGR146C	YMR317W	0.064321
YGR011W	tS(AGA)M	0.06432
YLR349W	YOR102W	0.064301
YGL256W	YNL104C	0.064296
YMR290W-A	YDL152W	0.064259
YFL054C	YPL189C-A	0.064254
YBR239C	YOR349W	0.064233
YPL197C	YDR309C	0.064226
YLR134W	tH(GUG)M	0.064211
YHR219W	YLL064C	0.064205
YGL006W-A	YDR102C	0.064198
YDR342C	YDR134C	0.064187
YPR123C	YPR124W	0.064184
YPL230W	YFL052W	0.064182
YIL136W	YPR149W	0.064182
YCR088W	YLL039C	0.064152
YHR014W	tI(AAU)E1	0.064134
YKL099C	YPL271W	0.064117
YJL168C	YDR515W	0.064096
YHR042W	YMR202W	0.064089
YMR111C	YGL167C	0.064076
YHR184W	YHR015W	0.064016
YER107C	YEL038W	0.064006
YNR053C	YGR187C	0.064002
YMR280C	YBR292C	0.063987
tI(AAU)L2	tA(AGC)K1	0.063978
YGR237C	YNR006W	0.063961
YDR096W	YCR091W	0.063956
YBR070C	YNL140C	0.063942
YHL016C	YHR137W	0.06393
YEL075C	YAR075W	0.063926
YER079W	YLR327C	0.063926
YML131W	YKL107W	0.06392
YEL065W	tX(XXX)D	0.063918
YIL014C-A	tQ(UUG)L	0.063899
YJL127W-A	YJR038C	0.063894
YDR371W	tK(CUU)J	0.06387
YHR173C	YMR075C-A	0.063862
YDR121W	YKR007W	0.06386
YBR261C	YIL043C	0.063858
YGR293C	tL(UAA)B2	0.063833
YNL174W	YKL083W	0.063833
YOR096W	YDL075W	0.063831
YDR275W	YML108W	0.063819
YLR414C	YJL153C	0.063812
YCR087W	YBR302C	0.063812
YBR136W	YMR162C	0.063801
YKL007W	YBR053C	0.063787
YML119W	YPL141C	0.063784
YBR044C	YLL055W	0.063778
YHL040C	YHL047C	0.06377
YMR075C-A	YHL005C	0.063731
YIR005W	YOL085C	0.063726
YLR050C	YMR194C-B	0.063664
YDL185W	YBR229C	0.063648
YJL052W	YAL061W	0.063643
YGL239C	tM(CAU)O2	0.063636
YLR466C-B	YLL066W-B	0.06363
YLR312C	YGR067C	0.063595
YOR327C	YAL030W	0.063592
YDR343C	YER067W	0.063553
YKL030W	YKL029C	0.063533
YDR048C	tE(UUC)J	0.0635
YKR048C	YNR035C	0.063496
YDR298C	YOR065W	0.063477
YDR144C	tX(XXX)D	0.063459
YGR064W	YIL156W-A	0.063457
YPL218W	YPL234C	0.063397
YGL032C	YBR040W	0.063396
YJR027W	YJL133C-A	0.063394
YOR102W	YGR064W	0.063388
YLR061W	YER145C-A	0.063386
YLR068W	YPR143W	0.063385
YGL158W	YDR277C	0.063373
YJL094C	YLL051C	0.063364
YLL012W	tL(CAA)G2	0.063363
YPR038W	YOR102W	0.063359
YGL202W	YCR053W	0.063347
YGR249W	YLR177W	0.063336
YNL190W	YPR156C	0.063333
YIR035C	YHR040W	0.063328
YDR290W	tN(GUU)G	0.063323
YER074W-A	YLR317W	0.063316
YLL042C	YDL218W	0.063304
YAR018C	YGR092W	0.063286
YBR016W	YCL001W-B	0.063281
YJL090C	YDR195W	0.063261
YBL048W	YJR095W	0.063261
YCR051W	YOL013W-B	0.063237
YBL034C	YIL026C	0.063235
YJR083C	YPR052C	0.063216
YLR366W	YDR039C	0.063205
YJL212C	YLL062C	0.063192
YHR095W	tK(CUU)G2	0.063178
YNL233W	YDR325W	0.063174
YDR259C	YLR307C-A	0.063153
YNR044W	tL(UAA)B1	0.063146
YER074W-A	YOR277C	0.063146
YGL202W	YGR185C	0.063134
YMR058W	YOR379C	0.063123
YMR251W-A	YHR138C	0.063113
YLR177W	YEL011W	0.063102
YGR069W	RDN5-1	0.0631
YIR023W	YAL065C	0.063097
YBR198C	YBR112C	0.063086
YHR021W-A	YGR182C	0.063064
YDR251W	YNL192W	0.063024
YIR036W-A	YJL001W	0.063013
YDL156W	YOR345C	0.063004
YDL212W	YHL003C	0.062997
YNL205C	YPR158W-B	0.062991
YCR076C	YBL095W	0.06299
YBR144C	tK(CUU)I	0.062985
YPL016W	YHR014W	0.062982
YGL229C	YGR227W	0.062982
YNL088W	YHR084W	0.062981
YLR099C	YEL060C	0.06298
YGR032W	YCR005C	0.06295
YNR053C	YNR009W	0.062915
YGL236C	YLR234W	0.062909
YKR043C	YCR049C	0.062904
YOR130C	tF(GAA)H1	0.062898
YLR322W	tR(UCU)J2	0.062898
YER068C-A	YGL009C	0.062894
YGR190C	YDR537C	0.062893
YPR170W-B	YBR230W-A	0.062889
YCL007C	tE(UUC)G1	0.062881
YAR029W	YMR031W-A	0.06288
YPR005C	YHR030C	0.06285
snR48	tR(CCU)J	0.062828
YDL152W	YBR174C	0.062827
YGL048C	YPR108W	0.062822
YGR114C	YDL152W	0.062809
YER011W	YIL011W	0.062789
YOR355W	YHR047C	0.06276
YPL060C-A	YJL114W	0.062758
YNL241C	YDR264C	0.062754
YHR001W-A	YDR377W	0.062749
YKL183C-A	YKL118W	0.062743
YOR298C-A	YMR245W	0.062734
YBR201W	YGR028W	0.062732
YJL194W	YPR136C	0.062727
YDR239C	YIL061C	0.062718
YGL263W	YLR308W	0.062695
YMR030W	YOL107W	0.062688
YEL044W	YDL218W	0.062673
YLR339C	YDR526C	0.062669
YBL083C	YGR273C	0.062617
YMR104C	YOL113W	0.062572
YHL015W-A	snR6	0.06257
YOL158C	YOL101C	0.062555
YCR057C	YDL060W	0.06255
YFR015C	YER067W	0.062549
YKL148C	YLL041C	0.062549
YDR148C	YPR021C	0.062547
YNL024C-A	YPR197C	0.06252
YGR057C	YOR092W	0.062507
YFL037W	YKR057W	0.062466
YJR114W	YIL100W	0.062456
YGR114C	YOR102W	0.062441
YHR051W	YBL030C	0.06244
RUF21	tR(UCU)J2	0.062439
YPR009W	YPL249C-A	0.062436
YMR251W	YLR099C	0.062432
YLL028W	YBR028C	0.06242
YKR015C	YLR228C	0.062415
tI(AAU)D	YJR162C	0.062411
YLR301W	YBR106W	0.062401
YML130C	YJL034W	0.062397
YIR022W	YKL153W	0.062388
YGR269W	YOR062C	0.062387
YPL061W	YDR380W	0.062387
YLR218C	YDL011C	0.062385
YAL045C	YJL067W	0.062384
YHR169W	YGR187C	0.062376
YIL019W	YHL001W	0.062373
YDR525W-A	YKL106C-A	0.062365
YFL053W	YAL065C	0.062335
YIL149C	YKR095W	0.062331
YBR203W	YER064C	0.062285
YOR009W	YJR150C	0.062283
snR47	tK(UUU)G2	0.062283
YDR147W	YJR055W	0.062281
YKL044W	YDR078C	0.062277
YCR097W-A	YPR203W	0.062274
YJR099W	YDR102C	0.062257
SRG1	YCL075W	0.062242
YJR067C	YFR027W	0.062237
YMR230W	YMR194W	0.062231
YBR016W	YJR116W	0.062228
YKL159C	YPL233W	0.06222
YDR170W-A	YKL030W	0.062213
YOR019W	YMR034C	0.062211
YLR061W	YOR331C	0.062203
YDL009C	YGL072C	0.062198
YIL124W	YKL096W-A	0.062186
YPL109C	YPR201W	0.062182
YKL179C	YKL025C	0.062162
YCR089W	YAR073W	0.062157
YEL021W	RUF21	0.06215
YLR278C	YNL068C	0.062139
YPR194C	YGL055W	0.062136
YLR326W	YOR154W	0.062131
YJR147W	YOL013W-B	0.06209
YGR038W	YNL146W	0.062088
YDL172C	YBR162W-A	0.062082
YKR039W	YIR032C	0.062069
YJR086W	YLR140W	0.062065
YEL054C	YLR448W	0.062039
YJR110W	YOR328W	0.062022
YGR121W-A	YPR203W	0.062007
YER145C	YMR006C	0.061993
YGR121C	YHL016C	0.061971
YHR149C	YPL256C	0.061964
YIL162W	YDR351W	0.061962
YOL140W	YIL115W-A	0.061953
YOR079C	YDL211C	0.061845
YCR094W	YNL241C	0.061845
YJL011C	snR77	0.061844
YMR127C	tG(CCC)O	0.061819
YBR022W	YDR374W-A	0.061808
YPL080C	YLR222C-A	0.061795
YOR313C	YHR022C	0.061784
YJR030C	tG(UCC)G	0.061783
YJL164C	YDR285W	0.061763
YOR289W	YHR138C	0.061759
YER027C	YJL063C	0.061758
YCR050C	tA(UGC)O	0.061752
YNL095C	YBR105C	0.06173
YLR447C	YEL002C	0.061715
YIL154C	YGL166W	0.061712
YMR144W	YPL072W	0.061703
YGL239C	YOL046C	0.061697
YMR015C	YIL079C	0.061682
YGL187C	YBL045C	0.061681
YJL043W	YHL037C	0.061676
YPR167C	YLR092W	0.061675
YPR194C	YPR124W	0.061673
YDR377W	YDR529C	0.061656
YPR183W	YCL008C	0.061656
YJR095W	YPR015C	0.06164
tC(GCA)P1	tW(CCA)M	0.06164
YGL006W	YDL113C	0.061609
YKL078W	YOR315W	0.061607
YPL055C	YPL049C	0.061594
YNL215W	YDR078C	0.06159
YMR191W	YBL106C	0.061562
YOR374W	YGR287C	0.061535
YOR102W	YLR349W	0.061532
YBR054W	tT(AGU)I1	0.061529
YBR028C	YEL048C	0.061522
YLR218C	YOR083W	0.061487
YOR059C	YOR213C	0.061484
YGR175C	YGR060W	0.06147
YLR359W	YOR128C	0.061397
YCR012W	YPR076W	0.061393
YPR007C	YDL245C	0.061378
tV(AAC)G3	tW(CCA)K	0.061369
YJR145C	YPL079W	0.061364
snR78	tN(GUU)L	0.06136
YHR025W	YJR147W	0.06131
YEL031W	YGR198W	0.0613
YLR174W	YFL019C	0.061298
YNL307C	YDR515W	0.061296
YLL042C	YMR254C	0.06129
YHL012W	YDR523C	0.061276
YPR141C	YJL115W	0.061266
YJL071W	YMR187C	0.061266
YBR287W	YML013W	0.061264
YPR125W	YOL079W	0.061237
YIL154C	YNL305C	0.061219
YOR357C	YNL259C	0.061204
YKR080W	YHL036W	0.061173
YLR407W	YPL135W	0.061164
YJR014W	YKL183W	0.061162
YGR037C	YDL177C	0.061152
YNL065W	YBR027C	0.061152
YHR175W	YOL014W	0.06115
tV(AAC)J	YLR463C	0.061148
YOR323C	YBR221C	0.061145
YJR094W-A	YHR021C	0.061143
YDR167W	YBR252W	0.061131
YJL157C	YDL181W	0.061121
YMR185W	YJR094C	0.0611
YPL141C	YJL051W	0.061089
YNL315C	YCR044C	0.061053
YMR304C-A	YDL009C	0.06105
YOR036W	YHR097C	0.061044
YOR074C	YAR002C-A	0.061037
YOL151W	YHR096C	0.06103
YPR196W	snR39	0.061014
YJL120W	tK(CUU)P	0.06101
tA(UGC)A	tP(AGG)C	0.060993
YDL072C	YHR176W	0.060991
YGL204C	YPL273W	0.060978
YGL101W	YDR491C	0.060962
YLR075W	YKL056C	0.060961
YBR225W	YKR098C	0.060943
YMR300C	YIL117C	0.060938
tL(UAA)B2	tA(AGC)H	0.060932
YDL186W	YDL054C	0.06093
YGL116W	YPR020W	0.060929
YLR262C	YNL197C	0.060888
YFL053W	YNL018C	0.060881
YDL222C	YOR333C	0.060862
YOR095C	YJL183W	0.060845
YGR043C	tY(GUA)O	0.060827
YFR028C	YJL156W-A	0.060822
YCL074W	YJR158W	0.060815
YFL062W	YAL063C-A	0.060797
YKL106W	YLL012W	0.060786
YKL163W	YPR078C	0.060775
YDL100C	YNL079C	0.060738
YKR080W	YOR186W	0.060724
YJL127C	YLR266C	0.06072
YJR150C	YOR010C	0.060714
YLL002W	YBR192W	0.060713
YJL141C	YGR249W	0.060708
YDL239C	YDR374C	0.060696
YNL279W	YKR053C	0.060674
YGL168W	YGL072C	0.060664
YHR130C	YDL159W-A	0.060663
YIL020C	YHR101C	0.060637
YGR224W	YBL013W	0.060636
YNL036W	tC(GCA)G	0.060633
YJL151C	YHR041C	0.060617
YER071C	YPL241C	0.060617
YHR015W	tI(AAU)E2	0.06061
YDR241W	YKL207W	0.060585
YDR173C	YOR389W	0.060576
YPR132W	YDR367W	0.060564
YDL234C	YDL113C	0.06056
YIL147C	tY(GUA)F2	0.06055
YML108W	YDR275W	0.06054
YMR075C-A	YHR173C	0.060539
YGR210C	YER154W	0.060527
YBR296C	tK(CUU)G3	0.060512
YER001W	YLR341W	0.06051
YOL032W	YCL033C	0.06049
YPL272C	YOR391C	0.060488
YGR043C	YNL134C	0.060471
YKL163W	YGL263W	0.060464
YGL258W	YOR226C	0.060459
YOR247W	YFL031W	0.060446
YML001W	YOR286W	0.06044
YKR024C	YDR299W	0.060437
YDR237W	YGR038W	0.060435
YJR073C	YLR110C	0.060434
YGL231C	YFR042W	0.060433
YDL168W	YFR025C	0.06043
YFL031W	YCL043C	0.060428
YOR367W	YJR054W	0.060426
YHR096C	YLR142W	0.060401
YOL012C	YDR224C	0.060361
YJL015C	YGL072C	0.060344
YDR529C	YKL016C	0.060331
YMR282C	YOR305W	0.060326
YHR019C	YHR047C	0.060325
YKL006W	YDL130W	0.060324
YLR287C-A	YDR446W	0.060323
YLL044W	YGR114C	0.060316
YDR536W	YJR153W	0.060314
YJL012C	YML123C	0.060312
YGR031W	YJR113C	0.060308
YJR006W	YNR024W	0.060304
YDR003W-A	YER066C-A	0.060295
YOR099W	YPR037C	0.060281
YOR011W	YLR267W	0.060256
YDL224C	YLR234W	0.060242
YNL300W	YAL044W-A	0.06019
YPR175W	YPR120C	0.060187
YLR103C	YPL209C	0.060186
YDR277C	YBR298C	0.060178
tF(GAA)D	tI(UAU)D	0.060175
YPL272C	YOR009W	0.060169
YGL069C	YNR042W	0.060158
YJR104C	YKR042W	0.060152
YDR059C	YIR027C	0.060147
YGL255W	YDR111C	0.060125
YLR204W	YBL057C	0.060117
YMR229C	YBL004W	0.06011
YKR102W	YNL124W	0.060108
YHR014W	YHR185C	0.060098
YOR305W	YJL022W	0.060081
YBL095W	YDR482C	0.060039
snR56	snR73	0.060018
YLR130C	YDR234W	0.060002
YGL256W	tG(GCC)M	0.06
YBR005W	YNL304W	0.059989
YNL279W	YBL106C	0.059972
YGR267C	YNR050C	0.059962
YBR019C	YNR047W	0.059959
YDL167C	YLL011W	0.059959
YKL212W	YLR172C	0.059958
YHR215W	YJR158W	0.059953
YLR177W	YKR058W	0.059947
YBR147W	YPL229W	0.059942
YMR150C	YOR183W	0.059913
YDR032C	YDR155C	0.059911
YKR061W	YJL219W	0.059911
YDR234W	YDR341C	0.059901
YNL093W	YOR289W	0.059879
YDR447C	YNR032C-A	0.059844
YEL069C	YFL062W	0.059812
YDL100C	YPR069C	0.059811
YPR175W	YLR103C	0.059777
YOR352W	YLR133W	0.059755
YHR210C	tL(CAA)M	0.059754
YPL153C	YMR078C	0.059753
YDR443C	YBL066C	0.059753
YJL184W	YBR261C	0.059733
YMR104C	YDR085C	0.059724
YMR260C	YLR264C-A	0.059721
YGR038C-B	tN(GUU)N2	0.059718
YGR092W	YKL161C	0.059701
YJR053W	YOL090W	0.0597
YAL044W-A	YER188C-A	0.059696
YBL047C	YOR139C	0.059688
tK(CUU)K	YOR366W	0.059672
YFR006W	YIL170W	0.059671
YKL156W	YHR144C	0.059668
YNL012W	YKR005C	0.059666
YJL117W	YPL163C	0.059638
YBR150C	YKL188C	0.059631
YNL109W	snR52	0.059604
YLL008W	YFR028C	0.0596
YPR007C	YOR351C	0.059598
YGL021W	YKR077W	0.059598
YLR147C	YCL007C	0.059587
YDL003W	YJL194W	0.059586
YLR176C	YBR150C	0.059566
YDL058W	YOR345C	0.059562
YLR146W-A	YMR153C-A	0.059556
YKL220C	YHL040C	0.059554
YML059C	YDL209C	0.059524
YOL010W	YMR093W	0.059521
YEL033W	YGR151C	0.059496
YDL011C	YLR218C	0.059446
YIL055C	YJL066C	0.059431
YGR079W	YML043C	0.059428
YFR012W-A	tK(CUU)J	0.059391
YKL142W	YBR149W	0.059384
YIR033W	YNR075W	0.059364
YER070W	YHR169W	0.05934
YLR281C	YMR069W	0.059338
YOR359W	YPL068C	0.059328
YER102W	YLR062C	0.059312
YBR280C	YLR327C	0.05931
YLR428C	YBL002W	0.059303
YBR203W	YFL062W	0.059301
YGR063C	YMR057C	0.059282
YDR170C	YOR343W-B	0.059268
YDR381C-A	YER101C	0.059267
YER158W-A	YBR126W-B	0.059266
YJL190C	YPL220W	0.059248
YER019C-A	YDR094W	0.059236
YAL053W	YKL095W	0.059229
YBR175W	YDR492W	0.059214
YLR375W	YIR035C	0.059194
YOL010W	YJL069C	0.05919
tH(GUG)M	YIR017C	0.059186
YOR359W	YLL011W	0.059183
YMR032W	YOL077W-A	0.059148
YDL138W	YCR025C	0.059146
YKR064W	YHR078W	0.059128
YGR108W	YNL160W	0.059122
YDR346C	YLR460C	0.059121
YML013W	YBR287W	0.05912
YHR142W	YPL053C	0.05912
YMR061W	YGL229C	0.059114
YHR020W	YDR341C	0.059107
YLR181C	YML009C-A	0.059088
YOR092W	YOR036W	0.059076
YJR005C-A	tV(AAC)J	0.059053
YNL204C	YMR082C	0.059053
YDR402C	YAL063C-A	0.059051
YFL040W	YIR039C	0.05902
YDR461C-A	YBL018C	0.059017
YLR014C	YOL011W	0.059008
YJR153W	YDR536W	0.058988
YKL060C	YGR192C	0.058988
YBR092C	YAR018C	0.058983
YNR069C	YNR068C	0.058972
YML031C-A	YOR053W	0.058963
YKL058W	YPR103W	0.058957
YDL212W	YKR057W	0.058956
YMR132C	YHR005C-A	0.058941
YNL315C	YGL172W	0.058936
YDL185C-A	YGL118C	0.058918
YDR408C	YGR204W	0.058916
YLR027C	YNL241C	0.058903
YBR076W	snR42	0.058879
YPL153C	YLR313C	0.058879
YGR181W	YOR169C	0.058875
YBR171W	YBL002W	0.05887
YPL200W	YOR316C-A	0.058866
YLR136C	YHL047C	0.058835
YDR056C	YDL059C	0.058833
YGL256W	YDL055C	0.058829
YGR003W	YLR266C	0.058828
YBR066C	YPR154W	0.058812
YNR056C	YGR065C	0.058812
YPR138C	YOR348C	0.058809
YLR388W	YHR021C	0.058786
YLR150W	YMR116C	0.058783
YGR233C	YMR118C	0.058779
YBR035C	YOR152C	0.058777
YPR156C	YPR157W	0.058773
YLR147C	YGR073C	0.058769
YML091C	YPL187W	0.058765
YEL059W	YCL019W	0.058764
YLR258W	YBR183W	0.058755
YOR222W	YNL327W	0.058742
YDL185C-A	YDR524W-C	0.058692
YBL045C	YHR021W-A	0.058687
YLR342W	YMR307W	0.058684
YNL322C	YOR122C	0.058679
YOR381W-A	tD(GUC)D	0.058665
YDR232W	YIL015W	0.058665
YGL040C	YNL148C	0.058659
YOL090W	YPR092W	0.058656
YFR053C	YGR248W	0.058628
YER111C	YBR027C	0.058627
YHL031C	YGR063C	0.05862
YPL143W	YDL228C	0.058613
YDR363W-A	YBR196C-B	0.058599
YIL104C	YFL067W	0.058586
YOR053W	YLR349W	0.058553
YGL125W	YKL029C	0.05854
YDR284C	YNL173C	0.058521
tA(UGC)A	YKR032W	0.05851
YMR142C	YGR085C	0.058508
YGR268C	YLR194C	0.058501
YKL096W	snR79	0.058488
YPL079W	YJR145C	0.05848
YDL007C-A	tY(GUA)O	0.058476
YKR034W	tN(GUU)F	0.058472
YDL194W	YJR115W	0.058471
YIR043C	YIR042C	0.058455
YHR216W	YLR359W	0.058453
tV(AAC)L	tG(GCC)J1	0.058446
YLR414C	YLR417W	0.058422
YHR182C-A	YPL251W	0.058419
YMR042W	YDR408C	0.058414
YBR031W	YPL262W	0.058394
YOR351C	YNR071C	0.058392
YIL074C	YKL001C	0.05836
YGR168C	YLR376C	0.058359
YHR162W	YLR267W	0.058347
YER111C	YJL194W	0.05834
YHR033W	YBR071W	0.058328
YER120W	YKR065C	0.058326
YBR298C	YDR342C	0.058322
YJR092W	YPL141C	0.058297
YMR262W	YDR462W	0.058284
YER019C-A	YJL151C	0.058274
YJR065C	YML126C	0.058242
YML063W	YHL015W	0.058241
YIR036W-A	YJL189W	0.058234
YEL035C	YAL064W	0.058224
YNR057C	YCL064C	0.058224
YDL064W	YLR068W	0.05821
YLR361C	YDR425W	0.058204
YDR431W	YOR082C	0.0582
YOR355W	YER111C	0.058196
YPL200W	tA(UGC)O	0.058177
YHR143W	YGL256W	0.058168
YGR049W	YHR007C	0.058167
YFL034C-A	YLL033W	0.058161
YDR271C	YOR102W	0.058149
YBR294W	YHL035C	0.058146
YGR074W	YMR057C	0.058144
YCR004C	YGR026W	0.05812
YLR018C	YPL068C	0.058119
YNL125C	YER096W	0.058108
YIR014W	YPL119C-A	0.058082
YML009W-B	YLL067C	0.058062
YGL202W	YPL273W	0.058059
YDR151C	YNL003C	0.058049
YBR117C	YMR175W	0.058009
YKR058W	YJL106W	0.058
YCR107W	YMR232W	0.057971
YFR030W	tS(UGA)I	0.057955
YLR016C	YJR058C	0.057952
YJL133C-A	YJR027W	0.057946
YOR338W	YPL018W	0.057946
YLR300W	YLR303W	0.057944
YLL041C	YBR201C-A	0.057941
YMR239C	YOR287C	0.05794
YBR138C	YPL242C	0.057926
YDR277C	YFL051C	0.057918
YPL028W	YLR100W	0.057914
YML021C	YNR005C	0.057908
YJL107C	YER015W	0.057905
YKR091W	YLR332W	0.057901
YCL046W	YNR042W	0.057887
YML022W	YMR215W	0.057879
YER102W	YLR339C	0.057859
snR47	RDN5-6	0.057859
YGR175C	YKR053C	0.057851
YPL111W	YNL142W	0.057838
YGR021W	YLR285C-A	0.057834
YGL156W	YHR139C	0.057832
YBR049C	YGR198W	0.057822
YBR113W	tD(GUC)J3	0.057821
YCR098C	YPR039W	0.05781
YNR037C	tK(CUU)F	0.057804
YDL247W	YEL069C	0.057781
YHR047C	YNR074C	0.057773
YKL178C	YMR101C	0.057762
YDR521W	tI(AAU)N1	0.057749
YML020W	YCR010C	0.057745
YOR289W	YNL093W	0.057742
YGL263W	YMR324C	0.057733
YCL042W	snR11	0.057731
YDR468C	YAL008W	0.057725
YGR105W	YOR073W-A	0.057723
YJL133W	YPL172C	0.057719
YNL175C	YOR272W	0.057707
YNR015W	YMR310C	0.0577
YDL079C	YDR342C	0.057699
YAL063C-A	tR(ACG)O	0.057693
YNL178W	YOL127W	0.057687
YMR105W-A	tQ(UUG)C	0.057683
YHR175W	YLR126C	0.05768
YIL120W	YML066C	0.057672
YJR044C	YFR049W	0.057662
YDR270W	YHL040C	0.057652
YGR037C	YLR126C	0.057639
YNL071W	YNR046W	0.057639
YML042W	YJL149W	0.057637
YIL014C-A	YPR058W	0.057622
YFR040W	YML007W	0.057592
YHR016C	YDR036C	0.057583
YDR381W	YDL069C	0.057575
YNR044W	YCL027W	0.057567
YLR352W	YIL166C	0.05756
YKL006C-A	YGL042C	0.057559
YIL124W	YGL047W	0.057544
YML131W	tY(GUA)O	0.057528
YMR045C	YBL098W	0.057515
YCL024W	YLR032W	0.057466
YLR034C	YPR198W	0.057463
YMR001C	YER032W	0.057458
YNL202W	YGR109C	0.057447
YER039C-A	tY(GUA)D	0.057443
YMR052W	YBL094C	0.057412
YNL293W	YDR293C	0.057412
YOR010C	YJR094C	0.057408
YNL114C	YKL147C	0.057396
YAR068W	YHR180W-A	0.057395
YGR064W	YJR023C	0.057387
YAR064W	YNR073C	0.057347
YDR423C	YPL196W	0.057316
YDR271C	YBR174C	0.057316
YDR510W	YBL001C	0.057307
YGR289C	YKR058W	0.057303
YHL028W	YNL327W	0.057295
YGL191W	YDR322C-A	0.057276
YDR101C	YOR004W	0.057258
YNL198C	YNL067W-B	0.057257
YMR016C	YIL061C	0.05722
YDR201W	YLR218C	0.057219
YML066C	YBR158W	0.057219
YDR389W	YBR044C	0.057181
YLR399C	YJL204C	0.057175
YLL004W	YKR104W	0.057165
YOR351C	tP(UGG)N1	0.057159
YOR045W	YJL009W	0.057149
YNL197C	YBL012C	0.057144
YHL044W	YOR365C	0.057139
YNR047W	YGL227W	0.057137
YOR065W	YJR121W	0.057124
YLR134W	tP(AGG)N	0.05711
YML009W-B	tG(GCC)P1	0.057107
YHR105W	YOR288C	0.057099
YHR143W	YGR205W	0.057095
YDR236C	YIL086C	0.057086
YML042W	YPL088W	0.057086
YJL069C	YHR169W	0.057067
YDR133C	YLR341W	0.057051
YKL155C	YHL044W	0.057027
YCL033C	YMR295C	0.057018
YMR245W	YBR126W-A	0.057009
YDR055W	YHR051W	0.057009
YNR036C	YML102W	0.057001
tN(GUU)P	YJL213W	0.056998
YLR313C	YPL153C	0.056993
YNL280C	YLR056W	0.056981
YPL129W	YOR075W	0.056945
YBR296C-A	YBL108C-A	0.056938
YNL111C	YFL063W	0.056934
YGR233C	YMR320W	0.056927
YGR075C	YEL033W	0.056914
tR(ACG)D	tT(AGU)O1	0.056913
YBR193C	YAL005C	0.056909
YPR145C-A	YLR414C	0.056909
YML043C	YGR079W	0.056902
YGR180C	YPL197C	0.05689
YDL222C	YLR142W	0.056884
YDR408C	tA(UGC)E	0.056865
YBL077W	YIL002W-A	0.056846
YDR176W	YIL035C	0.056843
YNL135C	YPR172W	0.056835
YMR247W-A	snR10	0.056822
YOL010W	YCR072C	0.056796
YDR123C	YGL055W	0.056796
YJL052W	YOR120W	0.056794
YFL022C	YLR018C	0.056791
YNR051C	YDR448W	0.056767
YHL016C	YNL142W	0.056753
YML108W	YDL050C	0.056748
YJR150C	YOR009W	0.056731
YCR088W	YLR378C	0.0567
YOR122C	YMR202W	0.056694
YLR092W	YIR033W	0.05668
YLR307C-A	tI(AAU)I1	0.05668
YBR039W	YEL024W	0.056618
YML104C	YGR217W	0.056608
YML051W	YPL131W	0.056583
YHR196W	YCL024W	0.05657
YLR312W-A	YOR305W	0.056563
YGL239C	tQ(UUG)D2	0.056534
YBL002W	YLR428C	0.056528
YDL240W	YMR243C	0.056521
YLR043C	YNL143C	0.056507
YGR076C	YBL002W	0.056489
YDR025W	YOL039W	0.056484
YPR005C	YJL106W	0.05647
YLR252W	YDR182W-A	0.056456
YDR097C	YFL023W	0.056451
YPL198W	YJR146W	0.056436
YJL160C	snR59	0.056434
YNL062C	YGL120C	0.056418
YBR285W	YOR161C	0.056402
YAL038W	YKL152C	0.0564
YHR072W-A	YDR396W	0.056356
YNL309W	YMR310C	0.056355
YPR142C	YLL044W	0.056354
YOR058C	YGL021W	0.056313
YKR057W	YJL190C	0.056307
YPR043W	YLR061W	0.056302
YMR015C	YNL332W	0.056292
YCL036W	YPL267W	0.056281
YGR124W	YER055C	0.056275
YPL026C	YBR071W	0.056251
YER066C-A	YNL170W	0.05625
YOL104C	YGR087C	0.056247
YOR004W	YOR224C	0.056217
YIL052C	YMR230W	0.056215
YLR162W	RDN5-1	0.056202
YDR379W	YER060W-A	0.056199
YJR149W	YBR045C	0.056194
YDR451C	YBR088C	0.056183
YIL132C	YJR118C	0.056179
YLL045C	YMR116C	0.056171
YOR272W	YGR159C	0.056164
YPL106C	YBL005W-B	0.056162
YGL256W	YHR071W	0.05616
YNL247W	YBR121C	0.056136
YFL041W-A	YER179W	0.056133
YGL053W	YBL078C	0.056132
YCR019W	YDL033C	0.056126
YIL062C	YNL157W	0.056121
YHR021W-A	YLR294C	0.056103
YDR426C	YPR159C-A	0.0561
YBR049C	YBL021C	0.056095
YDR427W	snR65	0.05609
YGL218W	YEL014C	0.056065
YJR149W	YDR340W	0.056063
YGR055W	YOL013W-A	0.056054
YOR187W	YLR395C	0.056047
